,title,text
2428,SQL-инъекция,"SQL-инъекция - это вид атаки на веб-приложения и базы данных, при которой злоумышленник вводит вредоносный SQL-код в поля ввода или параметры URL для выполнения нежелательных операций в базе данных. Это может позволить злоумышленнику получить доступ к чувствительной информации, изменить данные или даже удалить данные. SQL-инъекции возникают, когда веб-приложение не правильно фильтрует или обрабатывает входящие данные, что позволяет злоумышленникам внедрять SQL-запросы и воздействовать на базу данных. Для защиты от SQL-инъекций необходимо использовать параметризованные запросы, проверять и фильтровать входящие данные и следовать лучшим практикам безопасности веб-разработки."
2429,Sqlextractor,"Sqlextractor — это специально разработанный инструмент группировки Agrius для извлечения информации из баз данных и сбора чувствительных данных, таких как идентификационные номера, сканы паспортов, электронные адреса и места жительства​​."
2430,SQLi,"SQLi (SQL Injection) - это тип атаки на веб-приложения, которая используется для внедрения вредоносных SQL-команд в запросы к базе данных. Основная уязвимость, которая позволяет осуществлять SQLi, заключается в том, что входные данные, передаваемые приложению, не надлежащим образом проверяются или экранируются перед выполнением SQL-запросов. Когда злоумышленник успешно осуществляет SQLi-атаку, он может получить несанкционированный доступ к базе данных и выполнить различные операции, такие как чтение, модификация или удаление данных. Это может привести к компрометации конфиденциальных данных, утечкам информации, нарушению целостности данных или даже к полной потере контроля над базой данных."
2431,SQLite,"SQLite - это компактная, встроенная система управления реляционными базами данных. Она предоставляет легковесное и эффективное хранилище данных для приложений, работающих на различных платформах. SQLite не требует отдельного сервера баз данных и легко интегрируется в приложения, что делает её привлекательным выбором как для мобильных, так и для настольных приложений."
2432,SQuALITY,"SQuALITY — это набор данных, состоящий из 5 резюме для каждого из 100 коротких рассказов из общественного достояния. Первое резюме дает обзор всего рассказа, а остальные четыре отвечают на конкретные вопросы о сюжете, персонажах, теме и стиле."
2433,Square,"Square - это платежная система, которая предоставляет услуги обработки платежей для малых и средних предприятий. Система позволяет пользователям принимать кредитные и дебетовые карты, а также проводить транзакции через мобильные устройства. Кроме того, Square предоставляет ряд дополнительных услуг, таких как бухгалтерская отчетность, управление инвентаризацией, учёт продаж и т.д."
2434,SQUID,"Система считывания SQUID - это электронная схема, которая позволяет измерять сигналы от сверхпроводящего квантового интерферометра (SQUID) - устройства, которое может обнаруживать очень слабые магнитные поля с помощью эффекта Джозефсона. Общая идея состоит в том, что изменение тока или напряжения на SQUID приводит к изменению магнитного потока в катушке, связанной с SQUID."
2435,SRMA,"Sector Risk Management Agency (SRMA) — это органы по управлению рисками в определённых секторах критической инфраструктуры. В США каждый сектор критической инфраструктуры, такие как энергетика, водоснабжение, транспорт и здравоохранение, имеет своё SRMA, которое отвечает за координацию планов и мер по предотвращению, обнаружению, минимизации и реагированию на риски и угрозы в своей области. Агентства SRMA работают с целью обеспечения безопасности и устойчивости инфраструктуры, критически важной для нацбезопасности, экономики и общественного благополучия."
2436,SS7,"SS7 (Signaling System No. 7) - это международный сигнальный стандарт, используемый в телефонных и телекоммуникационных сетях для управления вызовами, обмена информацией о состоянии сети и передачи служебных сообщений между телефонными системами. Он играет ключевую роль в установлении, управлении и завершении вызовов, а также в реализации различных дополнительных функций, таких как SMS, мобильный роуминг и другие сервисы. SS7 также используется для обмена данных между операторами связи разных сетей, обеспечивая эффективное взаимодействие и межсетевую связь."
2437,SSD Secure Disclosure,"SSD Secure Disclosure - это компания, специализирующаяся на обнаружении и раскрытии уязвимостей в программном обеспечении. Они занимаются проведением исследований безопасности и предоставляют услуги по проверке на проникновение (пентест) для различных организаций. Компания SSD Secure Disclosure состоит из экспертов по информационной безопасности, которые специализируются на поиске и эксплуатации уязвимостей в системах и приложениях. Они работают с клиентами, чтобы обнаружить и предотвратить потенциальные угрозы безопасности, которые могут быть использованы злоумышленниками для несанкционированного доступа или атак."
2438,SSH,"SSH - сетевой протокол прикладного уровня, позволяющий производить удалённое управление операционной системой и туннелирование TCP-соединений. Протокол похож по функциональности с протоколами Telnet и rlogin, но, в отличие от них, шифрует весь трафик, включая и передаваемые пароли. SSH допускает выбор различных алгоритмов шифрования.SSH-клиенты и SSH-серверы доступны для большинства сетевых операционных систем.SSH позволяет безопасно передавать в незащищённой среде практически любой другой сетевой протокол. Таким образом, можно не только удаленно работать на компьютере через командную оболочку, но и передавать по шифрованному каналу звуковой поток или видео."
2439,SSHD,"Гибридный накопитель (Solid-State Hybrid Drive, Hybrid Hard Drive, SSHD, HHD) представляет собой устройство хранения данных, которое сочетает в себе технологии традиционного жёсткого диска (HDD) и твердотельного накопителя (SSD). Основная цель такого сочетания — обеспечить баланс между большим объёмом хранения, характерным для HDD, и высокой скоростью чтения/записи, присущей SSD. В гибридных накопителях SSD чаще всего используется как кэш для наиболее часто используемых данных, что позволяет ускорить загрузку операционной системы, приложений и файлов. В то же время большой объём HDD используется для хранения менее часто используемых данных, таких как личные файлы, медиа и прочее. Таким образом, SSHD предлагает компромисс между стоимостью, объёмом хранения и производительностью, делая их привлекательным вариантом для пользователей, которым нужно много места для хранения, но при этом важна высокая скорость работы."
2440,SSL,"SSL - криптографический протокол, при котором для аутентификации используется пара открытый — закрытый ключ, а для сохранения конфиденциальности — секретный ключ. Комбинация всех ключей сохраняет высокую скорость обработки данных."
2441,SSL VPN,"SSL VPN (Secure Socket Layer Virtual Private Network) — это технология виртуальной частной сети, которая использует протоколы SSL или TLS для шифрования интернет-трафика. Эта технология позволяет обеспечить безопасный удаленный доступ к сетевым ресурсам, преодолевая ограничения межсетевых экранов и фильтров. Один из ключевых аспектов SSL VPN — возможность использовать стандартный веб-браузер для установления защищенного соединения, что делает этот метод доступа очень удобным и легким в использовании. Он широко применяется для обеспечения безопасности в корпоративных сетях и для защищенного доступа к сетевым ресурсам из удаленных локаций."
2442,SSL инспекция,"SSL инспекция - это процесс, во время которого прокси-сервер или фаервол анализируют и расшифровывают SSL/TLS трафик, который проходит через него. Это может включать в себя просмотр и фильтрацию содержимого соединения, включая заголовки, тело и протокол. Целью SSL инспекции является улучшение безопасности и контроль за сетевым трафиком. Она часто используется в корпоративных сетях для блокирования нежелательных веб-сайтов или защиты от вредоносных программ. Однако, такое вмешательство в конфиденциальность трафика может вызывать проблемы с конфиденциальностью и правами частной жизни."
2443,SSL-прокси,"SSL-прокси (Secure Socket Layer) - это веб-прокси, который обеспечивает безопасное и защищенное соединение между пользователем и прокси-сервером. Этот тип прокси использует технологию SSL, чтобы шифровать данные, передаваемые между пользователем и прокси, и защищать их от перехвата. SSL-прокси используется для защиты конфиденциальных данных, таких как личные или банковские данные, или для предотвращения перехвата паролей или конфиденциальных данных."
2444,SSL-сертификат,"SSL-сертификат (Secure Sockets Layer) - это цифровой сертификат, используемый для обеспечения безопасности передачи данных между веб-браузером и веб-сервером. Он шифрует данные, передаваемые между пользователем и сайтом, что позволяет предотвратить возможность их перехвата и использования злоумышленниками. SSL-сертификаты используются для защиты конфиденциальных данных, таких как логины, пароли, банковские данные и другие конфиденциальные сведения, которые пользователи вводят на сайтах. Они также помогают установить доверие пользователей к сайту, показывая, что он проверен и безопасен для использования."
2445,SSM,"AWS Systems Manager (SSM) - это управляемый сервис в облаке AWS, который предоставляет различные инструменты для упрощения управления ресурсами и приложениями в облачной инфраструктуре AWS и локальных средах. SSM позволяет автоматизировать различные задачи настройки, мониторинга и обслуживания инстансов EC2, серверов в корпоративных центрах данных и других облачных ресурсов."
2446,SSO,"Офицер системной безопасности (System Security Officer, SSO) – это должностное лицо, которое несет ответственность за обеспечение безопасности информационной системы в компании. Он отвечает за разработку, внедрение, поддержку политик и процедур, поддерживающих и защищающих бизнес-операции."
2447,SSRF,"Server-Side Request Forgery (SSRF) - это тип уязвимости в веб-приложениях, при которой злоумышленник может отправлять фальшивые запросы с сервера на другие внутренние или внешние ресурсы. Целью злоумышленника может быть сканирование и атака внутренних сетей, обход ограничений безопасности и даже эксплуатация уязвимостей внутренних систем. SSRF возникает, когда приложение доверяет входным данным пользователя и позволяет им влиять на запросы к удаленным ресурсам, таким как базы данных, веб-серверы и API. Если злоумышленник может управлять этими запросами, это может привести к серьезным последствиям для безопасности. Для защиты от SSRF необходимо ограничивать и валидировать входные данные, а также ограничивать доступ к локальным ресурсам сервера."
2448,St. Margaret's Health,"St. Margaret's Health (SMH) – это американская здравоохранительная организация, предоставляющая широкий спектр медицинских услуг, включая госпитализацию, реабилитацию, скорую помощь, хирургию, роды, лабораторные и диагностические исследования, онкологическое лечение, поддержку психического здоровья и т.п. Организация имеет несколько филиалов на территории США, расположенных в разных городах штата Иллинойс. В 2021 году организация подверглась вымогательской атаке, из-за чего часть её внутренних процессов на протяжении нескольких месяцев практически не функционировали. SMH терпела убытки на протяжении нескольких лет пока в 2023 году не продала часть своих активов другой крупной организации в сфере здравоохранения."
2449,Stability AI,"Stability AI — это компания, специализирующаяся на разработке и исследовании в области искусственного интеллекта. Она известна созданием одного из самых популярных инструментов генеративного ИИ — Stable Diffusion, который позволяет пользователям создавать высококачественные изображения на основе текстовых описаний. Stability AI сосредотачивается на разработке открытых и доступных технологий ИИ, способствуя инновациям в различных сферах, включая искусство, дизайн и обработку данных. Компания стремится демократизировать доступ к передовым технологиям ИИ, предоставляя инструменты для широкого круга пользователей, от художников и дизайнеров до исследователей и разработчиков."
2450,Stable Diffusion,"Stable Diffusion - это модель преобразования текста в изображение с глубоким обучением, выпущенная в 2022 году. Она используется для создания подробных изображений на основе текстовых описаний. В отличии от таких популярных моделей как Midjourney и DALL-E, модель Stable Diffusion можно запустить прямо на личном компьютере с достаточной мощностью, а для её работы не требуется постоянное подключение к интернету. В связи с этой особенностью, остро встаёт и вопрос цензуры, так как предмет генерации определяет лишь пользователь, и никакие ограничения относительно контента 18+ и прочих неприемлемых материалов на Stable Diffusion не применяются."
2451,Stack Canary (Стековая канарейка),"Stack Canary - базовая защита от переполнения буфера. В стек помещаются секретные значения (канарейки), которые меняются при каждом запуске программы. Перед возвратом функции проверяется канарейка стека, и, если она оказывается измененной, программа завершается немедленно до того, как произойдёт какая-либо вредоносная операция."
2452,Stack Mashing,"Stack smashing, также известный как stack buffer overflow — вид атаки, при которой злоумышленник эксплуатирует уязвимость в стеке вызова программы, чтобы выполнить злонамеренный код. Стек вызова — это область памяти, которую программа использует для хранения временной информации, такой как переменные функций и возвращаемые адреса. Когда функция завершается, программа возвращает управление обратно по адресу, хранящемуся в стеке. При атаке ""stack smashing"" злоумышленник переполняет буфер, превышая его пределы и перезаписывая другие области стека. Это позволяет заменить возвращаемый адрес на адрес своего злонамеренного кода, так он сможет контролировать выполнение программы."
2453,Stairwell,"Stairwell - это компания, которая занимается разработкой и предоставлением инновационных решений в области кибербезопасности. Она была основана в США и сосредоточена на создании инструментов, которые помогают организациям защищаться от сложных и продвинутых киберугроз. Основной продукт компании Stairwell - это платформа для анализа и обнаружения угроз, которая объединяет в себе множество технологий и методов, включая машинное обучение, искусственный интеллект и большие данные. Платформа Stairwell предоставляет клиентам возможность проактивно обнаруживать и предотвращать кибератаки, а также быстро реагировать на возможные инциденты. Команда Stairwell состоит из опытных специалистов в области кибербезопасности, включая бывших сотрудников разведывательных и правоохранительных органов. Компания стремится предоставить клиентам лучшие инструменты и технологии для борьбы с современными киберугрозами и защиты их ценной информации."
2454,Stake,"Криптоказино Stake — это онлайн-платформа для азартных игр, которая принимает ставки в различных криптовалютах, таких как Bitcoin, Ethereum и другие. Казино предлагает широкий выбор игр, включая классические карточные игры, слоты, настольные игры и даже спортивные ставки. Одной из особенностей Stake является его блокчейн-ориентированная структура, что обеспечивает большую прозрачность и безопасность транзакций."
2455,Standard ACLs (Cisco),"Стандартные списки контроля доступа (Standard ACLs) в контексте Cisco — механизм фильтрации трафика, используемый для управления доступом к сетевым ресурсам на основе IP-адресов. Выполняется на маршрутизаторах и коммутаторах Cisco и позволяет контролировать поток информации в сети. Standard ACLs могут быть полезными для повышения безопасности сети. Однако, из-за ограниченных возможностей, для более сложных сценариев фильтрации могут потребоваться расширенные ACLs или другие средства контроля доступа."
2456,Staples,"Staples - это американская компания, занимающаяся продажей канцелярских товаров, товаров для офиса и техники. Она была основана в 1986 году в городе Фрамингем, штат Массачусетс, и с тех пор стала одной из крупнейших компаний в своей отрасли в Северной Америке и других странах мира."
2457,Star Labs,"STAR Labs - это компания из Сингапура, которая предоставляет услуги в области кибербезопасности. Её цель - помочь организациям лучше подготовиться и защитить себя от постоянно меняющихся угроз кибератак. Специалисты компании периодически исследуют различное программное обеспечение на уязвимости и связываются с разработчиками уязвимого софта, предоставляя PoC и собственные рекомендации."
2458,Star Property,"Свойство ""Star"" (звезда) в модели безопасности — это централизованная система, где все запросы и управление доступом осуществляются через центральную точку, называемую ""звездой"". То есть принятие решений об авторизации происходит только на центральном узле. Решения на уровне ""звезды"" применяются ко всем клиентам и пользователям в сети. Централизованная точка авторизации разрешает или запрещает доступ в соответствии с существующими политиками и правилами безопасности. Одно из преимуществ модели ""Star"" — единообразие применяемых правил. Это облегчает управление системой, поскольку изменения политик безопасности могут быть легко внесены на центральном сервере и автоматически применены ко всем клиентам. Однако модель ""Star"" имеет свои ограничения. Например, в случае отказа центрального сервера, все клиенты будут испытывать проблемы с доступом и задержками"
2459,StarChase,"StarChase - это американская компания, которая занимается разработкой и производством технологий для преследования преступников на дорогах. Компания была основана в 2006 году, а её технологии включают в себя устройства для маркировки и отслеживания автомобилей, позволяющие правоохранительным органам устанавливать местоположение и направление движения преступников на дорогах. Это позволяет снизить опасность для общественности и уменьшить количество аварийных ситуаций во время преследования. Компания StarChase имеет широкую клиентскую базу среди правоохранительных органов США и других стран."
2460,Starlink,"Starlink - это проект компании SpaceX, основанной Илоном Маском, направленный на создание глобальной сети спутникового интернета. Основная цель Starlink - обеспечить доступ к высокоскоростному интернету в отдалённых районах по всему миру, где традиционные средства связи недоступны или неэффективны. Система Starlink включает в себя сеть тысяч спутников, которые непрерывно летят вокруг Земли на низких орбитах. Эти спутники связываются с небольшими терминалами на поверхности Земли, которые клиенты могут устанавливать у себя дома или в офисе. Преимущества Starlink включают в себя высокую скорость интернета, низкие задержки и возможность подключения в отдалённых регионах, где проводная инфраструктура отсутствует. Этот проект может также иметь значительное значение для связи в кризисных ситуациях и для обеспечения интернетом научных исследований в далёких уголках планеты."
2461,State Machine,"State Machine (машина состояний) — поведение системы, которая может пребывать в различных состояниях и переходить от одного к другому в ответ на условия. Система включает в себя набор состояний, переходов и действий, которые выполняются при каждом переходе. Основные компоненты State Machine: Состояния: например, система может находиться в состоянии ""ожидания"", ""работы"" или ""завершения"". Переходы: переход из состояния ""Ожидание"" в состояние ""Аутентификация"" происходит при вставке банковской карты в устройство считывания Действия: в состоянии ""Аутентификация"" действием будет проверка введенного PIN-кода и аутентификация пользователя Предположим, у нас есть система управления светофором. В этом случае состояния могут включать ""зеленый"", ""желтый"" и ""красный"". Переходы между состояниями могут происходить на основе таймеров или событий, таких как нажатие кнопки пешеходом или благоприятные условия для движения транспорта. При переходе между состояниями могут выполняться действия, такие как включение/выключение сигналов. State Machine используется в различных областях, включая программирование, системы автоматизации и управления, протоколы связи и т. д."
2462,State-Sponsored,"«State-Sponsored» угрозы подразумевают под собой кибератаки, организуемые или поддерживаемые государственными органами какой-либо страны. Цели этих атак могут включать сбор разведывательной информации, вмешательство в политические процессы других стран, саботаж критически важной инфраструктуры или дестабилизацию экономики. Такие атаки обычно характеризуются высоким уровнем сложности и могут включать использование сложного вредоносного ПО и методов социальной инженерии. Государственно-поддерживаемые хакеры часто имеют значительные ресурсы и могут проводить длительные и тщательно спланированные вредоносные операции."
2463,Stateful Inspection,"Stateful Inspection — метод фильтрации сетевого трафика, анализирующий состояние сетевых соединений. Таким образом принимается решение о разрешении или блокировке поступающих пакетов данных. Механизм учитывает не только заголовки пакетов, но и контекст, содержимое пакета для более точного контроля и обеспечения безопасности. Основная идея в том, чтобы отслеживать, является входящий пакет новым запросом или частью уже существующего соединения. Это позволяет более эффективно контролировать трафик и предотвращать возможные атаки. Stateful Inspection определяет правила безопасности, решающие, какие типы пакетов допускаются, а какие блокируются. Правила основываются на различных факторах: состояние соединения, протокол, адрес, порт источника и назначения пакета, тип данных и др. При обработке входящих пакетов Stateful Inspection обязательно сравнивает их с установленными правилами. Stateful Inspection широко применяется в брандмауэрах, межсетевых экранах и прокси-серверах. Его преимущества: более точный контроль трафика и возможность обнаружения скрытых угроз, таких как фальшивые пакеты, сессионные перехваты или переполнение буфера."
2464,Static Host Tables,"Static Host Tables (статические таблицы хостов) — это простой список, в котором указываются IP-адреса компьютеров и их соответствующие имена. Они используются для связи IP-адреса (например, 192.168.0.1) с понятным для человека именем хоста (например, ""мойкомпьютер""). Создание и обновление статических таблиц хостов выполняется вручную администратором сети. Когда устройство нуждается в разрешении имени хоста, оно сначала проверяет таблицу. Если находит соответствие, то использует указанный IP-адрес. В противном случае, устройство может обратиться к DNS-серверу для получения адреса. Статические таблицы хостов полезны для локального контроля. Они имеют приоритет перед DNS-запросами и позволяют администратору точно указывать, какой IP-адрес соответствует конкретному имени. Однако, они требуют ручного обновления, а это может быть неудобно в больших системах. Для таких сетей используются более автоматизированные методы разрешения имен, такие как DNS-серверы"
2465,Static Routing,"Статическая маршрутизация (Static Routing) — это метод настройки маршрутов в компьютерных сетях, когда администратор вручную определяет пути для сетевого трафика. Специалист должен указать IP-адрес или подсеть, которая должна быть достигнута. Затем определить следующий переход (следующий хоп), через который должен проходить трафик для достижения указанной точки. Администратор создает и настраивает статические маршруты в таблице маршрутизации на сетевом устройстве. Когда пакет данных поступает на устройство, оно проверяет таблицу, чтобы определить, куда направить данные. Если пакет имеет адрес, соответствующий одной из записей в таблице, то устройство отправляет пакет в соответствующем направлении. Если адрес не совпадает ни с одной записью, устройство может переслать информацию на адрес по умолчанию или отбросить ее, в зависимости от настроек. Статическая маршрутизация обычно используется в небольших сетях или в тех случаях, когда сетевая топология стабильна и почти не меняется. Она проста в настройке, нет необходимости в протоколах обмена информацией между устройствами. Однако, статическая маршрутизация может быть неэффективной в больших и сложных сетях."
2466,Stealthing,"Stealthing — это метод, используемый для скрытия компьютера или сетевого устройства от потенциальных атак. Конфигурация устройства настраивается таким образом, чтобы оно не реагировало на запросы, оставаясь невидимым для злоумышленников. Один из способов реализации Stealthing — это маскировка портов на устройстве. При сканировании портов с внешнего источника, компьютер может не отвечать вовсе или возвращать ложные ответы. Это затрудняет проведение атак. ICMP-запросы (ping) также блокируются, чтобы сетевые сканеры не могли получить ответ и определить наличие устройства в сети. Другая функция Stealthing — это фильтрация трафика. Устройство применяет фильтры, чтобы ограничить доступ к сервисам и портам. Изоляция сети также может быть частью метода Stealthing. Она достигается путем физической или логической изоляции устройства от внешней сети. Например, могут быть использованы виртуальные частные сети (VPN)"
2467,Steam,"Steam - это платформа цифровой дистрибуции и социального взаимодействия для компьютерных игр, созданная компанией Valve Corporation. Она была запущена в 2003 году и является сейчас одной из самых популярных и влиятельных платформ в игровой индустрии. В Steam пользователи могут покупать и скачивать тысячи различных игр напрямую на свои компьютеры. Steam предлагает широкий выбор жанров, от крупных AAA-экшенов до независимых инди-проектов."
